"No.","Time","Source","Destination","Protocol","Length","Info"
"564","180.397632","209.237.199.128","147.32.83.245","TLSv1.2","11650","Application Data, Application Data, Application Data"
"565","180.398198","209.237.199.128","147.32.83.245","TCP","2962","443  >  42290 [ACK] Seq=230263 Ack=11365 Win=357 Len=2896 TSval=1333929786 TSecr=36600 [TCP segment of a reassembled PDU]"
"566","180.398481","209.237.199.128","147.32.83.245","TLSv1.2","29026","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"567","180.398583","209.237.199.128","147.32.83.245","TLSv1.2","11650","Application Data, Application Data, Application Data"
"568","180.398839","209.237.199.128","147.32.83.245","TLSv1.2","6707","Application Data, Application Data, Application Data, Application Data, Application Data"
"569","180.401317","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=191167 Win=7749 Len=0 TSval=36603 TSecr=1333929785"
"570","180.401334","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=192615 Win=7795 Len=0 TSval=36603 TSecr=1333929785"
"571","180.401343","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=194063 Win=7840 Len=0 TSval=36603 TSecr=1333929785"
"572","180.401351","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=195511 Win=7885 Len=0 TSval=36603 TSecr=1333929785"
"573","180.401361","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=196959 Win=7930 Len=0 TSval=36603 TSecr=1333929785"
"574","180.401370","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=198407 Win=7976 Len=0 TSval=36603 TSecr=1333929785"
"575","180.401378","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=199855 Win=8021 Len=0 TSval=36603 TSecr=1333929785"
"576","180.401387","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=201303 Win=8066 Len=0 TSval=36603 TSecr=1333929785"
"577","180.401395","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=202751 Win=8111 Len=0 TSval=36603 TSecr=1333929785"
"578","180.401403","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=204199 Win=8157 Len=0 TSval=36603 TSecr=1333929785"
"579","180.401411","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=205647 Win=8202 Len=0 TSval=36603 TSecr=1333929785"
"580","180.401420","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=207095 Win=8232 Len=0 TSval=36603 TSecr=1333929785"
"581","180.401429","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=208543 Win=8214 Len=0 TSval=36603 TSecr=1333929785"
"582","180.401437","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=209991 Win=8196 Len=0 TSval=36603 TSecr=1333929785"
"583","180.401445","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=211439 Win=8178 Len=0 TSval=36603 TSecr=1333929785"
"584","180.401452","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=212887 Win=8160 Len=0 TSval=36603 TSecr=1333929785"
"585","180.401461","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=214335 Win=8142 Len=0 TSval=36603 TSecr=1333929785"
"586","180.401475","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=215783 Win=8124 Len=0 TSval=36603 TSecr=1333929785"
"587","180.401495","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=217231 Win=8106 Len=0 TSval=36603 TSecr=1333929785"
"588","180.401506","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=218679 Win=8088 Len=0 TSval=36603 TSecr=1333929785"
"589","180.401515","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=220127 Win=8070 Len=0 TSval=36603 TSecr=1333929785"
"590","180.401524","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=221575 Win=8052 Len=0 TSval=36603 TSecr=1333929785"
"591","180.404663","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=11365 Ack=280344 Win=7314 Len=0 TSval=36603 TSecr=1333929785"
"592","181.715496","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"593","181.722891","104.244.42.194","147.32.83.245","TCP","66","443  >  60640 [ACK] Seq=3420 Ack=1444 Win=340 Len=0 TSval=199304287 TSecr=36932"
"594","181.722903","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"595","181.723429","147.32.83.245","104.244.42.194","TCP","66","60640  >  443 [ACK] Seq=1444 Ack=3466 Win=1822 Len=0 TSval=36934 TSecr=199304287"
"596","182.529528","147.32.83.245","209.237.199.128","TLSv1.2","954","Application Data"
"597","182.537654","209.237.199.128","147.32.83.245","TCP","66","443  >  42290 [ACK] Seq=280344 Ack=12253 Win=368 Len=0 TSval=1333931925 TSecr=37135"
"598","182.537932","147.32.83.245","209.237.199.128","TLSv1.2","104","Application Data"
"599","182.545841","209.237.199.128","147.32.83.245","TCP","66","443  >  42290 [ACK] Seq=280344 Ack=12291 Win=368 Len=0 TSval=1333931933 TSecr=37137"
"600","182.747573","104.244.42.3","147.32.83.245","TLSv1.2","169","Application Data"
"601","182.748397","147.32.83.245","104.244.42.3","TCP","66","56804  >  443 [ACK] Seq=3670 Ack=5129 Win=113664 Len=0 TSval=37190 TSecr=3204998952"
"602","182.762598","209.237.199.128","147.32.83.245","TLSv1.2","1514","Application Data"
"603","182.762665","209.237.199.128","147.32.83.245","TLSv1.2","1498","Application Data"
"604","182.763283","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=12291 Ack=281792 Win=8292 Len=0 TSval=37193 TSecr=1333932150"
"605","182.763304","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=12291 Ack=283224 Win=8338 Len=0 TSval=37193 TSecr=1333932150"
"606","183.054951","147.32.83.245","209.237.199.128","TLSv1.2","112","Application Data"
"607","183.062868","209.237.199.128","147.32.83.245","TCP","66","443  >  42290 [ACK] Seq=283224 Ack=12337 Win=368 Len=0 TSval=1333932451 TSecr=37266"
"608","183.062921","209.237.199.128","147.32.83.245","TLSv1.2","112","Application Data"
"609","183.065985","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [ACK] Seq=12337 Ack=283270 Win=8338 Len=0 TSval=37269 TSecr=1333932451"
"610","185.244650","104.152.52.23","147.32.83.245","UDP","60","45078  >  65024 Len=0"
"611","185.245480","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"612","191.632706","147.32.83.245","104.244.42.3","TLSv1.2","942","Application Data"
"613","191.640186","104.244.42.3","147.32.83.245","TCP","66","443  >  56804 [ACK] Seq=5129 Ack=4546 Win=40960 Len=0 TSval=3205007845 TSecr=39411"
"614","191.640674","147.32.83.245","104.244.42.3","TLSv1.2","104","Application Data"
"615","191.647951","104.244.42.3","147.32.83.245","TCP","66","443  >  56804 [ACK] Seq=5129 Ack=4584 Win=40960 Len=0 TSval=3205007853 TSecr=39413"
"616","191.772284","104.244.42.3","147.32.83.245","TLSv1.2","269","Application Data, Application Data"
"617","191.772581","147.32.83.245","104.244.42.3","TCP","66","56804  >  443 [ACK] Seq=4584 Ack=5332 Win=116608 Len=0 TSval=39446 TSecr=3205007977"
"618","193.657377","147.32.83.245","104.244.42.3","TLSv1.2","112","Application Data"
"619","193.664719","104.244.42.3","147.32.83.245","TCP","66","443  >  56804 [ACK] Seq=5332 Ack=4630 Win=40960 Len=0 TSval=3205009870 TSecr=39917"
"620","193.664836","104.244.42.3","147.32.83.245","TLSv1.2","112","Application Data"
"621","193.665111","147.32.83.245","104.244.42.3","TCP","66","56804  >  443 [ACK] Seq=4630 Ack=5378 Win=116608 Len=0 TSval=39919 TSecr=3205009870"
"622","194.242526","147.32.83.245","104.244.42.3","TCP","66","56804  >  443 [FIN, ACK] Seq=4630 Ack=5378 Win=116608 Len=0 TSval=40063 TSecr=3205009870"
"623","194.243476","147.32.83.245","209.237.199.128","TCP","66","42290  >  443 [FIN, ACK] Seq=12337 Ack=283270 Win=8338 Len=0 TSval=40063 TSecr=1333932451"
"624","194.243496","147.32.83.245","104.244.42.194","TCP","66","60640  >  443 [FIN, ACK] Seq=1444 Ack=3466 Win=1822 Len=0 TSval=40063 TSecr=199304287"
"625","194.249961","104.244.42.3","147.32.83.245","TLSv1.2","97","Encrypted Alert"
"626","194.250346","104.244.42.3","147.32.83.245","TCP","66","443  >  56804 [FIN, ACK] Seq=5409 Ack=4631 Win=40960 Len=0 TSval=3205010455 TSecr=40063"
"627","194.250885","104.244.42.194","147.32.83.245","TLSv1.2","97","Encrypted Alert"
"628","194.251586","209.237.199.128","147.32.83.245","TLSv1.2","97","Encrypted Alert"
"629","194.251651","104.244.42.194","147.32.83.245","TCP","66","443  >  60640 [FIN, ACK] Seq=3497 Ack=1445 Win=340 Len=0 TSval=199316816 TSecr=40063"
"630","194.251884","209.237.199.128","147.32.83.245","TCP","66","443  >  42290 [FIN, ACK] Seq=283301 Ack=12338 Win=368 Len=0 TSval=1333943640 TSecr=40063"
"631","194.253290","147.32.83.245","104.244.42.3","TCP","54","56804  >  443 [RST] Seq=4631 Win=0 Len=0"
"632","194.253297","147.32.83.245","104.244.42.3","TCP","54","56804  >  443 [RST] Seq=4631 Win=0 Len=0"
"633","194.253302","147.32.83.245","104.244.42.194","TCP","54","60640  >  443 [RST] Seq=1445 Win=0 Len=0"
"634","194.253392","147.32.83.245","209.237.199.128","TCP","54","42290  >  443 [RST] Seq=12338 Win=0 Len=0"
"635","194.253399","147.32.83.245","104.244.42.194","TCP","54","60640  >  443 [RST] Seq=1445 Win=0 Len=0"
"636","194.253405","147.32.83.245","209.237.199.128","TCP","54","42290  >  443 [RST] Seq=12338 Win=0 Len=0"
"637","200.283760","104.152.52.23","147.32.83.245","TCP","60","45078  >  5432 [SYN] Seq=0 Win=1024 Len=0"
"638","200.287742","147.32.83.245","104.152.52.23","TCP","54","5432  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"639","201.554463","104.152.52.23","147.32.83.245","TCP","60","45078  >  5480 [SYN] Seq=0 Win=1024 Len=0"
"640","201.560818","147.32.83.245","104.152.52.23","TCP","54","5480  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"641","204.416344","147.32.83.245","172.217.23.206","TLSv1.2","935","Application Data"
"642","204.421442","172.217.23.206","147.32.83.245","TCP","66","443  >  60762 [ACK] Seq=908 Ack=1731 Win=281 Len=0 TSval=420823224 TSecr=42607"
"643","204.519735","172.217.23.206","147.32.83.245","TLSv1.2","647","Application Data"
"644","204.519820","172.217.23.206","147.32.83.245","TLSv1.2","435","Application Data"
"645","204.519876","172.217.23.206","147.32.83.245","TLSv1.2","93","Application Data"
"646","204.523177","147.32.83.245","172.217.23.206","TCP","66","60762  >  443 [ACK] Seq=1731 Ack=1885 Win=1770 Len=0 TSval=42633 TSecr=420823322"
"647","205.748845","147.32.83.245","69.171.250.20","TCP","74","53836  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=42940 TSecr=0 WS=64"
"648","205.749737","69.171.250.20","147.32.83.245","TCP","74","443  >  53836 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM=1 TSval=1932379857 TSecr=42940 WS=256"
"649","205.750044","147.32.83.245","69.171.250.20","TCP","54","53836  >  443 [RST] Seq=1 Win=0 Len=0"
"650","206.681949","128.199.84.251","147.32.83.245","TCP","60","48438  >  16634 [SYN] Seq=0 Win=1024 Len=0"
"651","206.682563","147.32.83.245","128.199.84.251","TCP","54","16634  >  48438 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"652","212.357955","104.152.52.23","147.32.83.245","UDP","60","45078  >  9 Len=0"
"653","212.361707","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"654","213.861840","147.32.83.245","209.237.199.128","TCP","74","42394  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=44968 TSecr=0 WS=64"
"655","213.869919","209.237.199.128","147.32.83.245","TCP","74","443  >  42394 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=1989600226 TSecr=44968 WS=256"
"656","213.870377","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=44970 TSecr=1989600226"
"657","213.934419","147.32.83.245","209.237.199.128","TLSv1.2","583","Client Hello"
"658","213.942503","209.237.199.128","147.32.83.245","TCP","66","443  >  42394 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=1989600299 TSecr=44985"
"659","213.944399","209.237.199.128","147.32.83.245","TLSv1.2","3369","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"660","213.945852","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=518 Ack=1449 Win=90496 Len=0 TSval=44989 TSecr=1989600300"
"661","213.945884","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=518 Ack=2897 Win=93440 Len=0 TSval=44989 TSecr=1989600300"
"662","213.945901","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=518 Ack=3304 Win=96320 Len=0 TSval=44989 TSecr=1989600300"
"663","213.972732","147.32.83.245","104.244.42.194","TCP","74","60752  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=44995 TSecr=0 WS=64"
"664","213.980101","104.244.42.194","147.32.83.245","TCP","74","443  >  60752 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2845004990 TSecr=44995 WS=256"
"665","213.982146","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=44997 TSecr=2845004990"
"666","213.988978","147.32.83.245","104.244.42.194","TLSv1.2","583","Client Hello"
"667","213.996350","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=2845005006 TSecr=44999"
"668","213.999992","104.244.42.194","147.32.83.245","TLSv1.2","3354","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"669","214.000511","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=518 Ack=1449 Win=90496 Len=0 TSval=45003 TSecr=2845005010"
"670","214.000525","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=518 Ack=2897 Win=93440 Len=0 TSval=45003 TSecr=2845005010"
"671","214.000536","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=518 Ack=3289 Win=96320 Len=0 TSval=45003 TSecr=2845005010"
"672","214.182595","147.32.83.245","104.244.42.194","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"673","214.190797","104.244.42.194","147.32.83.245","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"674","214.190874","104.244.42.194","147.32.83.245","TLSv1.2","110","Application Data"
"675","214.191455","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=644 Ack=3531 Win=99200 Len=0 TSval=45050 TSecr=2845005201"
"676","214.191512","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=644 Ack=3575 Win=99200 Len=0 TSval=45050 TSecr=2845005201"
"677","214.206615","147.32.83.245","104.244.42.194","TLSv1.2","119","Application Data"
"678","214.214720","147.32.83.245","209.237.199.128","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"679","214.223167","209.237.199.128","147.32.83.245","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"680","214.227139","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=644 Ack=3546 Win=99200 Len=0 TSval=45059 TSecr=1989600579"
"681","214.252440","147.32.83.245","209.237.199.128","TLSv1.2","349","Application Data"
"682","214.252616","147.32.83.245","104.244.42.194","TLSv1.2","1514","Application Data, Application Data, Application Data"
"683","214.253971","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=3575 Ack=697 Win=30208 Len=0 TSval=2845005264 TSecr=45053"
"684","214.255014","147.32.83.245","104.244.42.194","TLSv1.2","1299","Application Data"
"685","214.260031","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=3575 Ack=2145 Win=33024 Len=0 TSval=2845005270 TSecr=45066"
"686","214.260612","104.244.42.194","147.32.83.245","TLSv1.2","104","Application Data"
"687","214.300037","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=3378 Ack=3613 Win=99200 Len=0 TSval=45078 TSecr=2845005271"
"688","214.302492","209.237.199.128","147.32.83.245","TCP","66","443  >  42394 [ACK] Seq=3546 Ack=927 Win=31232 Len=0 TSval=1989600659 TSecr=45066"
"689","214.302950","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=3613 Ack=3378 Win=35840 Len=0 TSval=2845005313 TSecr=45066"
"690","214.368913","209.237.199.128","147.32.83.245","TLSv1.2","430","Application Data, Application Data"
"691","214.389615","104.244.42.194","147.32.83.245","TLSv1.2","680","Application Data"
"692","214.390247","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=3378 Ack=4227 Win=102080 Len=0 TSval=45100 TSecr=2845005400"
"693","214.408217","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [ACK] Seq=927 Ack=3910 Win=102080 Len=0 TSval=45105 TSecr=1989600725"
"694","214.408707","147.32.83.245","209.237.199.128","TLSv1.2","97","Encrypted Alert"
"695","214.411572","147.32.83.245","209.237.199.128","TCP","66","42394  >  443 [FIN, ACK] Seq=958 Ack=3910 Win=102080 Len=0 TSval=45105 TSecr=1989600725"
"696","214.416718","209.237.199.128","147.32.83.245","TCP","66","443  >  42394 [ACK] Seq=3910 Ack=958 Win=31232 Len=0 TSval=1989600773 TSecr=45105"
"697","214.416791","209.237.199.128","147.32.83.245","TLSv1.2","97","Encrypted Alert"
"698","214.416798","209.237.199.128","147.32.83.245","TCP","66","443  >  42394 [FIN, ACK] Seq=3941 Ack=958 Win=31232 Len=0 TSval=1989600773 TSecr=45105"
"699","214.417438","147.32.83.245","209.237.199.128","TCP","54","42394  >  443 [RST] Seq=958 Win=0 Len=0"
"700","214.417523","147.32.83.245","209.237.199.128","TCP","54","42394  >  443 [RST] Seq=958 Win=0 Len=0"
"701","214.419630","209.237.199.128","147.32.83.245","TCP","66","443  >  42394 [ACK] Seq=3942 Ack=959 Win=31232 Len=0 TSval=1989600776 TSecr=45105"
"702","214.420321","147.32.83.245","209.237.199.128","TCP","54","42394  >  443 [RST] Seq=959 Win=0 Len=0"
"703","214.504662","147.32.83.245","104.244.42.3","TCP","74","56830  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=45129 TSecr=0 WS=64"
"704","214.512080","104.244.42.3","147.32.83.245","TCP","74","443  >  56830 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3511087558 TSecr=45129 WS=256"
"705","214.512512","147.32.83.245","104.244.42.3","TCP","66","56830  >  443 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=45131 TSecr=3511087558"
"706","214.514133","147.32.83.245","104.244.42.3","TLSv1.2","583","Client Hello"
"707","214.521461","104.244.42.3","147.32.83.245","TCP","66","443  >  56830 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=3511087567 TSecr=45131"
"708","214.523810","104.244.42.3","147.32.83.245","TLSv1.2","3369","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"709","214.524200","147.32.83.245","104.244.42.3","TCP","66","56830  >  443 [ACK] Seq=518 Ack=1449 Win=90496 Len=0 TSval=45134 TSecr=3511087570"
"710","214.524216","147.32.83.245","104.244.42.3","TCP","66","56830  >  443 [ACK] Seq=518 Ack=2897 Win=93440 Len=0 TSval=45134 TSecr=3511087570"
"711","214.524225","147.32.83.245","104.244.42.3","TCP","66","56830  >  443 [ACK] Seq=518 Ack=3304 Win=96320 Len=0 TSval=45134 TSecr=3511087570"
"712","214.532474","147.32.83.245","104.244.42.3","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"713","214.540375","104.244.42.3","147.32.83.245","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"714","214.540767","147.32.83.245","104.244.42.3","TLSv1.2","345","Application Data"
"715","214.566396","147.32.83.245","104.244.42.194","TLSv1.2","1030","Application Data"
"716","214.573711","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4227 Ack=4342 Win=38912 Len=0 TSval=2845005584 TSecr=45144"
"717","214.574017","147.32.83.245","104.244.42.194","TLSv1.2","104","Application Data"
"718","214.581355","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4227 Ack=4380 Win=38912 Len=0 TSval=2845005591 TSecr=45146"
"719","214.583572","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=4380 Ack=4227 Win=102080 Len=1448 TSval=45148 TSecr=2845005591 [TCP segment of a reassembled PDU]"
"720","214.583591","147.32.83.245","104.244.42.194","TLSv1.2","567","Application Data"
"721","214.588207","104.244.42.3","147.32.83.245","TCP","66","443  >  56830 [ACK] Seq=3546 Ack=923 Win=31232 Len=0 TSval=3511087634 TSecr=45138"
"722","214.590967","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4227 Ack=6329 Win=42752 Len=0 TSval=2845005601 TSecr=45148"
"723","214.653404","104.244.42.3","147.32.83.245","TLSv1.2","430","Application Data, Application Data"
"724","214.657816","147.32.83.245","104.244.42.3","TLSv1.2","97","Encrypted Alert"
"725","214.658132","147.32.83.245","104.244.42.3","TCP","66","56830  >  443 [FIN, ACK] Seq=954 Ack=3910 Win=102080 Len=0 TSval=45167 TSecr=3511087699"
"726","214.665215","104.244.42.3","147.32.83.245","TCP","66","443  >  56830 [ACK] Seq=3910 Ack=954 Win=31232 Len=0 TSval=3511087711 TSecr=45167"
"727","214.665228","104.244.42.3","147.32.83.245","TLSv1.2","97","Encrypted Alert"
"728","214.665239","104.244.42.3","147.32.83.245","TCP","66","443  >  56830 [FIN, ACK] Seq=3941 Ack=954 Win=31232 Len=0 TSval=3511087711 TSecr=45167"
"729","214.665491","104.244.42.3","147.32.83.245","TCP","66","443  >  56830 [ACK] Seq=3942 Ack=955 Win=31232 Len=0 TSval=3511087711 TSecr=45167"
"730","214.665917","147.32.83.245","104.244.42.3","TCP","54","56830  >  443 [RST] Seq=954 Win=0 Len=0"
"731","214.665932","147.32.83.245","104.244.42.3","TCP","54","56830  >  443 [RST] Seq=954 Win=0 Len=0"
"732","214.666055","147.32.83.245","104.244.42.3","TCP","54","56830  >  443 [RST] Seq=955 Win=0 Len=0"
"733","214.719145","104.244.42.194","147.32.83.245","TLSv1.2","142","Application Data"
"734","214.719725","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=6329 Ack=4303 Win=102080 Len=0 TSval=45182 TSecr=2845005729"
"735","214.760118","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=6329 Ack=4303 Win=102080 Len=1448 TSval=45193 TSecr=2845005729 [TCP segment of a reassembled PDU]"
"736","214.760181","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=7777 Ack=4303 Win=102080 Len=1448 TSval=45193 TSecr=2845005729 [TCP segment of a reassembled PDU]"
"737","214.760240","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=9225 Ack=4303 Win=102080 Len=1448 TSval=45193 TSecr=2845005729 [TCP segment of a reassembled PDU]"
"738","214.760302","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=10673 Ack=4303 Win=102080 Len=1448 TSval=45193 TSecr=2845005729 [TCP segment of a reassembled PDU]"
"739","214.760362","147.32.83.245","104.244.42.194","TLSv1.2","303","Application Data"
"740","214.766921","104.244.42.194","147.32.83.245","TLSv1.2","189","Application Data"
"741","214.767155","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=12358 Ack=4426 Win=102080 Len=0 TSval=45194 TSecr=2845005777"
"742","214.767515","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=7777 Win=45568 Len=0 TSval=2845005777 TSecr=45193"
"743","214.767521","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=9225 Win=48640 Len=0 TSval=2845005778 TSecr=45193"
"744","214.767522","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=10673 Win=51456 Len=0 TSval=2845005778 TSecr=45193"
"745","214.767696","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=12121 Win=54272 Len=0 TSval=2845005778 TSecr=45193"
"746","214.767702","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=12358 Win=57344 Len=0 TSval=2845005778 TSecr=45193"
"747","214.768318","147.32.83.245","104.244.42.194","TLSv1.2","104","Application Data"
"748","214.775677","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4426 Ack=12396 Win=57344 Len=0 TSval=2845005786 TSecr=45194"
"749","214.902194","104.244.42.194","147.32.83.245","TLSv1.2","215","Application Data"
"750","214.940905","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=12396 Ack=4575 Win=105024 Len=0 TSval=45238 TSecr=2845005912"
"751","214.946288","147.32.83.245","104.244.42.194","TLSv1.2","832","Application Data"
"752","214.953667","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4575 Ack=13162 Win=60160 Len=0 TSval=2845005964 TSecr=45239"
"753","215.070291","104.244.42.194","147.32.83.245","TLSv1.2","139","Application Data"
"754","215.071221","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=13162 Ack=4648 Win=105024 Len=0 TSval=45270 TSecr=2845006080"
"755","220.430973","162.142.125.86","147.32.83.245","TCP","60","48820  >  12267 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"756","220.432262","147.32.83.245","162.142.125.86","TCP","54","12267  >  48820 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"757","225.381250","147.32.83.245","172.217.23.206","TLSv1.2","1448","Application Data"
"758","225.381964","172.217.23.206","147.32.83.245","TCP","66","443  >  60762 [ACK] Seq=1885 Ack=3113 Win=292 Len=0 TSval=420844184 TSecr=47848"
"759","225.454539","172.217.23.206","147.32.83.245","TLSv1.2","647","Application Data"
"760","225.454549","172.217.23.206","147.32.83.245","TLSv1.2","434","Application Data"
"761","225.454596","172.217.23.206","147.32.83.245","TLSv1.2","93","Application Data"
